x,y,part.a,part.b,dist,soil,ffreq
180740,332180,1,0,0.353197,2,2
180780,332180,1,0,0.37494,2,2
180820,332180,1,0,0.396683,2,2
180860,332180,1,0,0.418425,2,2
180900,332180,1,0,0.440167,2,3
180940,332180,1,0,0.467322,2,3
180980,332180,1,0,0.494517,2,3
181020,332180,1,0,0.516261,2,3
181060,332180,1,0,0.543462,2,3
179620,332140,1,0,0,1,1
179660,332140,1,0,0.0122243,1,1
179700,332140,1,0,0.0373369,1,1
179740,332140,1,0,0.0537889,1,1
179780,332140,1,0,0.0703387,1,2
179820,332140,1,0,0.0756869,1,1
179860,332140,1,0,0.0921353,1,2
179900,332140,1,0,0.0975026,1,1
179940,332140,1,0,0.103019,1,1
179980,332140,1,0,0.119275,1,1
180020,332140,1,0,0.119297,1,1
180060,332140,1,0,0.124802,1,1
180100,332140,1,0,0.141064,1,1
180140,332140,1,0,0.141086,1,1
180180,332140,1,0,0.157444,1,1
180220,332140,1,0,0.162842,2,1
180260,332140,1,0,0.168339,2,1
180300,332140,1,0,0.190086,2,1
180340,332140,1,0,0.206348,2,2
180380,332140,1,0,0.20637,2,1
180420,332140,1,0,0.222718,2,2
180460,332140,1,0,0.233596,2,1
180500,332140,1,0,0.255341,2,2
180540,332140,1,0,0.271622,2,2
180580,332140,1,0,0.287966,2,2
180620,332140,1,0,0.30971,2,2
180660,332140,1,0,0.331454,2,2
180700,332140,1,0,0.353197,2,2
180740,332140,1,0,0.37494,2,2
180780,332140,1,0,0.396683,2,2
180820,332140,1,0,0.418425,2,2
180860,332140,1,0,0.440167,2,2
180900,332140,1,0,0.461908,2,2
180940,332140,1,0,0.48365,2,3
180980,332140,1,0,0.510806,2,3
181020,332140,1,0,0.536177,2,3
179580,332100,1,0,0.0054321,1,1
179620,332100,1,0,0.0264645,1,1
179660,332100,1,0,0.0373395,1,1
179700,332100,1,0,0.0593662,1,1
179740,332100,1,0,0.081222,1,2
179780,332100,1,0,0.0975136,1,2
179820,332100,1,0,0.113924,1,2
179860,332100,1,0,0.119308,1,1
179900,332100,1,0,0.135684,1,1
179940,332100,1,0,0.141075,1,1
179980,332100,1,0,0.146568,1,1
180020,332100,1,0,0.16282,1,2
180060,332100,1,0,0.162842,1,2
180100,332100,1,0,0.168331,1,2
180140,332100,1,0,0.184592,1,2
180180,332100,1,0,0.184614,1,2
180220,332100,1,0,0.200952,2,2
180260,332100,1,0,0.206359,2,2
180300,332100,1,0,0.211846,2,1
180340,332100,1,0,0.233587,2,2
180380,332100,1,0,0.249852,2,2
180420,332100,1,0,0.249874,2,2
180460,332100,1,0,0.266212,2,2
180500,332100,1,0,0.27709,2,2
180540,332100,1,0,0.298832,2,2
180580,332100,1,0,0.315116,2,2
180620,332100,1,0,0.331454,2,2
180660,332100,1,0,0.353197,2,2
180700,332100,1,0,0.37494,2,2
180740,332100,1,0,0.396683,2,2
180780,332100,1,0,0.418425,2,2
180820,332100,1,0,0.440167,2,2
180860,332100,1,0,0.461908,2,2
180900,332100,1,0,0.48365,2,3
180940,332100,1,0,0.505391,2,3
180980,332100,1,0,0.527132,2,3
181020,332100,1,0,0.543473,2,3
179580,332060,0,1,0.0054321,1,1
179620,332060,1,0,0.0484831,1,1
179660,332060,1,0,0.0703468,1,2
179700,332060,1,0,0.0812247,1,1
179740,332060,1,0,0.103029,1,2
179780,332060,1,0,0.124808,1,2
179820,332060,1,0,0.141086,1,1
179860,332060,1,0,0.157453,1,1
179900,332060,1,0,0.162853,1,1
179940,332060,1,0,0.1792,1,2
179980,332060,1,0,0.184603,1,2
180020,332060,1,0,0.190083,1,2
180060,332060,1,0,0.206337,1,2
180100,332060,1,0,0.206359,1,2
180140,332060,1,0,0.211838,1,2
180180,332060,1,0,0.228101,1,2
180220,332060,1,0,0.228123,2,2
180260,332060,1,0,0.244449,2,1
180300,332060,1,0,0.249863,2,2
180340,332060,1,0,0.255343,2,2
180380,332060,1,0,0.277082,2,2
180420,332060,1,0,0.293348,2,2
180460,332060,1,0,0.29337,2,2
180500,332060,1,0,0.309702,2,2
180540,332060,1,0,0.32058,2,2
180580,332060,1,0,0.342321,2,2
180620,332060,1,0,0.358606,2,2
180660,332060,1,0,0.37494,2,2
180700,332060,1,0,0.396683,2,2
180740,332060,1,0,0.418425,2,2
180780,332060,1,0,0.440167,2,2
180820,332060,1,0,0.461908,2,2
180860,332060,1,0,0.48365,2,2
180900,332060,1,0,0.505391,2,3
180940,332060,1,0,0.527132,2,3
180980,332060,1,0,0.54348,2,3
179540,332020,0,1,0,1,1
179580,332020,0,1,0.0122243,1,1
179620,332020,0,1,0.0537778,1,2
179660,332020,1,0,0.0921353,1,2
179700,332020,1,0,0.113932,1,2
179740,332020,1,0,0.12481,1,2
179780,332020,1,0,0.146578,1,1
179820,332020,1,0,0.168336,1,2
179860,332020,1,0,0.184614,1,2
179900,332020,1,0,0.20096,1,2
179940,332020,1,0,0.20637,1,2
179980,332020,1,0,0.222701,1,2
180020,332020,1,0,0.228112,1,2
180060,332020,1,0,0.233585,1,2
180100,332020,1,0,0.249841,1,2
180140,332020,1,0,0.249863,2,2
180180,332020,1,0,0.255335,2,2
180220,332020,1,0,0.2716,2,2
180260,332020,1,0,0.271622,2,1
180300,332020,1,0,0.287941,2,1
180340,332020,1,0,0.293359,2,2
180380,332020,1,0,0.298835,2,2
180420,332020,1,0,0.320572,2,1
180460,332020,1,0,0.33684,2,1
180500,332020,1,0,0.336861,2,2
180540,332020,1,0,0.353189,2,2
180580,332020,1,0,0.364067,2,2
180620,332020,1,0,0.385807,2,2
180660,332020,1,0,0.402094,2,2
180700,332020,1,0,0.418425,2,2
180740,332020,1,0,0.440167,2,2
180780,332020,1,0,0.461908,2,2
180820,332020,1,0,0.48365,2,2
180860,332020,1,0,0.505391,2,2
180900,332020,1,0,0.527132,2,3
180940,332020,1,0,0.548873,2,3
180980,332020,1,0,0.565212,2,3
179540,331980,0,1,0,1,1
179580,331980,0,1,0.0316606,1,1
179620,331980,0,1,0.059361,1,2
179660,331980,0,1,0.0975026,1,2
179700,331980,1,0,0.135684,1,2
179740,331980,1,0,0.157461,1,2
179780,331980,1,0,0.168339,1,2
179820,331980,1,0,0.190094,1,2
179860,331980,1,0,0.211843,1,2
179900,331980,1,0,0.228123,1,2
179940,331980,1,0,0.244457,1,2
179980,331980,1,0,0.249874,1,2
180020,331980,1,0,0.266196,1,2
180060,331980,1,0,0.271611,2,2
180100,331980,1,0,0.277079,2,2
180140,331980,1,0,0.293337,2,2
180180,331980,1,0,0.293359,2,2
180220,331980,1,0,0.298827,2,2
180260,331980,1,0,0.315094,2,1
180300,331980,1,0,0.315116,2,1
180340,331980,1,0,0.331429,2,2
180380,331980,1,0,0.336851,2,2
180420,331980,1,0,0.342324,2,2
180460,331980,1,0,0.364059,2,1
180500,331980,1,0,0.380328,2,2
180540,331980,1,0,0.38035,2,2
180580,331980,1,0,0.396675,2,2
180620,331980,1,0,0.407552,2,2
180660,331980,1,0,0.429292,2,2
180700,331980,1,0,0.44558,2,2
180740,331980,1,0,0.461908,2,2
180780,331980,1,0,0.48365,2,2
180820,331980,1,0,0.505391,2,2
180860,331980,1,0,0.527132,2,2
180900,331980,1,0,0.548873,2,3
180940,331980,1,0,0.56522,2,3
179540,331940,0,1,0.0054321,1,1
179580,331940,0,1,0.0373369,1,1
179620,331940,0,1,0.0756759,1,2
179660,331940,0,1,0.103024,1,2
179700,331940,0,1,0.141075,1,2
179740,331940,1,0,0.1792,1,2
179780,331940,1,0,0.200968,1,2
179820,331940,1,0,0.211846,1,2
179860,331940,1,0,0.233596,1,2
179900,331940,1,0,0.255341,1,2
179940,331940,1,0,0.271622,1,2
179980,331940,1,0,0.287949,1,2
180020,331940,1,0,0.29337,2,2
180060,331940,1,0,0.309686,2,2
180100,331940,1,0,0.315105,2,2
180140,331940,1,0,0.320569,2,2
180180,331940,1,0,0.336829,2,2
180220,331940,1,0,0.336851,2,2
180260,331940,1,0,0.342316,2,2
180300,331940,1,0,0.358584,2,1
180340,331940,1,0,0.358606,2,2
180380,331940,1,0,0.374916,2,2
180420,331940,1,0,0.380339,2,1
180460,331940,1,0,0.38581,2,2
180500,331940,1,0,0.407544,2,2
180540,331940,1,0,0.423815,2,3
180580,331940,1,0,0.423837,2,3
180620,331940,1,0,0.440159,2,3
180660,331940,1,0,0.451037,2,3
180700,331940,1,0,0.472776,2,2
180740,331940,1,0,0.489064,2,2
180780,331940,1,0,0.505391,2,2
180820,331940,1,0,0.527132,2,2
180860,331940,1,0,0.548873,2,2
180900,331940,1,0,0.570614,2,3
180940,331940,1,0,0.586952,2,3
179500,331900,0,1,0,1,1
179540,331900,0,1,0.0122243,1,2
179580,331900,0,1,0.0537778,1,2
179620,331900,0,1,0.0812194,1,2
179660,331900,0,1,0.119297,1,2
179700,331900,0,1,0.146573,1,2
179740,331900,0,1,0.184603,1,2
179780,331900,1,0,0.222701,1,2
179820,331900,1,0,0.244466,1,3
179860,331900,1,0,0.255343,1,2
179900,331900,1,0,0.27709,1,2
179940,331900,1,0,0.298832,1,2
179980,331900,1,0,0.315116,1,2
180020,331900,1,0,0.331438,2,2
180060,331900,1,0,0.336861,2,2
180100,331900,1,0,0.353173,2,2
180140,331900,1,0,0.358595,2,2
180180,331900,1,0,0.364056,2,2
180220,331900,1,0,0.380317,2,2
180260,331900,1,0,0.380339,2,2
180300,331900,1,0,0.385802,2,1
180340,331900,1,0,0.402072,2,2
180380,331900,1,0,0.402094,2,2
180420,331900,1,0,0.4184,2,2
180460,331900,1,0,0.423826,2,2
180500,331900,1,0,0.429295,2,2
180540,331900,1,0,0.451028,2,3
180580,331900,1,0,0.4673,2,3
180620,331900,1,0,0.467322,2,3
180660,331900,1,0,0.483642,2,3
180700,331900,1,0,0.49452,2,3
180740,331900,1,0,0.516258,2,3
180780,331900,1,0,0.532548,2,2
180820,331900,1,0,0.548873,2,2
180860,331900,1,0,0.570614,2,2
180900,331900,1,0,0.586959,2,3
179500,331860,0,1,0.00135803,1,1
179540,331860,0,1,0.0316663,1,2
179580,331860,0,1,0.0593636,1,2
179620,331860,0,1,0.0975026,1,2
179660,331860,0,1,0.124805,1,2
179700,331860,0,1,0.162842,1,2
179740,331860,0,1,0.190089,1,3
179780,331860,0,1,0.228112,1,3
179820,331860,1,0,0.266196,1,3
179860,331860,1,0,0.287957,1,3
179900,331860,1,0,0.298835,1,2
179940,331860,1,0,0.32058,1,2
179980,331860,1,0,0.342321,2,2
180020,331860,1,0,0.358606,2,2
180060,331860,1,0,0.374924,2,2
180100,331860,1,0,0.38035,2,2
180140,331860,1,0,0.396658,2,2
180180,331860,1,0,0.402083,2,2
180220,331860,1,0,0.407541,2,2
180260,331860,1,0,0.423804,2,2
180300,331860,1,0,0.423826,2,1
180340,331860,1,0,0.429286,2,2
180380,331860,1,0,0.445558,2,2
180420,331860,1,0,0.44558,2,2
180460,331860,1,0,0.461884,2,2
180500,331860,1,0,0.467311,2,2
180540,331860,1,0,0.472778,2,3
180580,331860,1,0,0.494511,2,3
180620,331860,1,0,0.510784,2,3
180660,331860,1,0,0.510806,2,3
180700,331860,1,0,0.527124,2,3
180740,331860,1,0,0.538002,2,3
180780,331860,1,0,0.55974,2,3
180820,331860,1,0,0.576031,2,3
180860,331860,1,0,0.592355,2,3
180900,331860,1,0,0.608691,2,2
179500,331820,0,1,0.0054321,1,1
179540,331820,0,1,0.0484831,1,2
179580,331820,0,1,0.0756869,1,2
179620,331820,0,1,0.103027,1,2
179660,331820,0,1,0.141075,1,2
179700,331820,0,1,0.168333,1,2
179740,331820,0,1,0.206359,1,3
179780,331820,0,1,0.23359,1,3
179820,331820,0,1,0.271611,1,3
179860,331820,1,0,0.309686,1,3
179900,331820,1,0,0.331446,1,3
179940,331820,1,0,0.342324,2,2
179980,331820,1,0,0.364067,2,2
180020,331820,1,0,0.385807,2,2
180060,331820,1,0,0.402094,2,2
180100,331820,1,0,0.418409,2,2
180140,331820,1,0,0.423837,2,2
180180,331820,1,0,0.440142,2,2
180220,331820,1,0,0.445569,2,3
180260,331820,1,0,0.451026,2,2
180300,331820,1,0,0.467289,2,1
180340,331820,1,0,0.467311,2,2
180380,331820,1,0,0.47277,2,2
180420,331820,1,0,0.489042,2,2
180460,331820,1,0,0.489064,2,2
180500,331820,1,0,0.505367,2,2
180540,331820,1,0,0.510795,2,3
180580,331820,1,0,0.516261,2,3
180620,331820,1,0,0.537994,2,3
180660,331820,1,0,0.554267,2,3
180700,331820,1,0,0.554289,2,3
180740,331820,1,0,0.570606,2,3
180780,331820,1,0,0.581484,2,3
180820,331820,1,0,0.603222,2,3
180860,331820,1,0,0.619507,2,3
179500,331780,0,1,0.0054321,1,2
179540,331780,0,1,0.0537723,1,2
179580,331780,0,1,0.09213,1,2
179620,331780,0,1,0.119308,1,2
179660,331780,0,1,0.146576,1,2
179700,331780,0,1,0.184603,1,2
179740,331780,0,1,0.211841,1,3
179780,331780,0,1,0.249863,1,3
179820,331780,0,1,0.277084,1,3
179860,331780,0,1,0.315105,1,3
179900,331780,1,0,0.353173,2,3
179940,331780,1,0,0.374932,2,3
179980,331780,1,0,0.38581,2,3
180020,331780,1,0,0.407552,2,2
180060,331780,1,0,0.429292,2,2
180100,331780,1,0,0.44558,2,2
180140,331780,1,0,0.461892,2,3
180180,331780,1,0,0.467322,2,3
180220,331780,1,0,0.483625,2,3
180260,331780,1,0,0.489053,2,2
180300,331780,1,0,0.494509,2,1
180340,331780,1,0,0.510773,2,2
180380,331780,1,0,0.510795,2,2
180420,331780,1,0,0.516253,2,2
180460,331780,1,0,0.532526,2,2
180500,331780,1,0,0.532548,2,2
180540,331780,1,0,0.548849,2,3
180580,331780,1,0,0.554278,2,3
180620,331780,1,0,0.559743,2,3
180660,331780,1,0,0.581476,2,3
180700,331780,1,0,0.59775,2,3
180740,331780,1,0,0.597772,2,3
180780,331780,1,0,0.614087,2,3
180820,331780,1,0,0.624965,2,3
179460,331740,0,1,0,1,1
179500,331740,0,1,0.0054321,1,1
179540,331740,0,1,0.0537723,1,2
179580,331740,0,1,0.0974751,1,2
179620,331740,0,1,0.135662,1,2
179660,331740,0,1,0.162853,1,2
179700,331740,0,1,0.190091,1,3
179740,331740,0,1,0.228112,1,3
179780,331740,0,1,0.255338,1,3
179820,331740,0,1,0.293359,1,3
179860,331740,0,1,0.320574,2,3
179900,331740,0,1,0.358595,2,3
179940,331740,1,0,0.396658,2,3
179980,331740,1,0,0.418417,2,3
180020,331740,1,0,0.429295,2,2
180060,331740,1,0,0.451037,2,2
180100,331740,1,0,0.472776,2,3
180140,331740,1,0,0.489064,2,3
180180,331740,1,0,0.505375,2,3
180220,331740,1,0,0.510806,2,3
180260,331740,1,0,0.527108,2,2
180300,331740,1,0,0.532537,2,1
180340,331740,1,0,0.537991,2,2
180380,331740,1,0,0.554256,2,2
180420,331740,1,0,0.554278,2,3
180460,331740,1,0,0.559735,2,3
180500,331740,1,0,0.576009,2,3
180540,331740,1,0,0.576031,2,3
180580,331740,1,0,0.59233,2,3
180620,331740,1,0,0.597761,2,3
180660,331740,1,0,0.603225,2,3
180700,331740,1,0,0.624957,2,3
180740,331740,1,0,0.641232,2,3
180780,331740,1,0,0.641254,2,3
180820,331740,1,0,0.65217,2,3
179460,331700,0,1,0,1,1
179500,331700,0,1,0.0264645,1,1
179540,331700,0,1,0.0537889,1,2
179580,331700,0,1,0.0974916,1,2
179620,331700,0,1,0.141042,1,2
179660,331700,0,1,0.179175,1,2
179700,331700,0,1,0.20637,1,3
179740,331700,0,1,0.233593,1,3
179780,331700,0,1,0.271611,1,3
179820,331700,0,1,0.29883,1,3
179860,331700,0,1,0.336851,2,3
179900,331700,0,1,0.364062,2,3
179940,331700,0,1,0.402083,2,3
179980,331700,1,0,0.440142,2,3
180020,331700,1,0,0.4619,2,3
180060,331700,1,0,0.472778,2,3
180100,331700,1,0,0.49452,2,3
180140,331700,1,0,0.516258,2,3
180180,331700,1,0,0.532548,2,3
180220,331700,1,0,0.548857,2,2
180260,331700,1,0,0.554289,2,1
180300,331700,1,0,0.57059,2,1
180340,331700,1,0,0.57602,2,2
180380,331700,1,0,0.581473,2,2
180420,331700,1,0,0.597739,2,2
180460,331700,1,0,0.597761,2,3
180500,331700,1,0,0.603216,2,3
180540,331700,1,0,0.619491,2,3
180580,331700,1,0,0.619513,2,3
180620,331700,1,0,0.635812,2,3
180660,331700,1,0,0.641243,2,3
180700,331700,1,0,0.646706,2,3
180740,331700,1,0,0.668438,2,3
180780,331700,1,0,0.684714,2,3
179460,331660,0,1,0,1,1
179500,331660,0,1,0.0316606,1,1
179540,331660,0,1,0.0703333,1,2
179580,331660,0,1,0.0975136,1,2
179620,331660,0,1,0.141064,1,2
179660,331660,0,1,0.18457,1,2
179700,331660,0,1,0.222677,2,3
179740,331660,0,1,0.249874,2,3
179780,331660,0,1,0.277087,2,3
179820,331660,0,1,0.315105,2,3
179860,331660,0,1,0.342318,2,3
179900,331660,0,1,0.380339,2,3
179940,331660,0,1,0.407547,2,3
179980,331660,0,1,0.445569,2,3
180020,331660,1,0,0.483625,2,3
180060,331660,1,0,0.505383,2,3
180100,331660,1,0,0.516261,2,3
180140,331660,1,0,0.538002,2,3
180180,331660,1,0,0.55974,2,3
180220,331660,1,0,0.576031,2,1
180260,331660,1,0,0.592339,2,1
180300,331660,1,0,0.597772,2,2
180340,331660,1,0,0.614071,2,2
180380,331660,1,0,0.619502,2,2
180420,331660,1,0,0.624954,2,2
180460,331660,1,0,0.641221,2,3
180500,331660,1,0,0.641243,2,3
180540,331660,1,0,0.646698,2,3
180580,331660,1,0,0.662973,2,3
180620,331660,1,0,0.662995,2,3
180660,331660,1,0,0.679292,2,3
180700,331660,1,0,0.684725,2,3
180740,331660,1,0,0.690187,2,3
180780,331660,1,0,0.706482,2,3
179460,331620,0,1,0.00135803,1,1
179500,331620,0,1,0.0316663,1,1
179540,331620,0,1,0.0756649,1,2
179580,331620,0,1,0.113908,1,2
179620,331620,0,1,0.141086,1,2
179660,331620,0,1,0.184592,2,2
179700,331620,0,1,0.228079,2,3
179740,331620,0,1,0.266171,2,3
179780,331620,0,1,0.29337,2,3
179820,331620,0,1,0.320577,2,3
179860,331620,0,1,0.358595,2,3
179900,331620,0,1,0.385804,2,3
179940,331620,0,1,0.423826,2,3
179980,331620,0,1,0.451031,2,3
180020,331620,0,1,0.489053,2,3
180060,331620,1,0,0.527108,2,3
180100,331620,1,0,0.548865,2,3
180140,331620,1,0,0.559743,2,3
180180,331620,1,0,0.581484,2,2
180220,331620,1,0,0.603222,2,1
180260,331620,1,0,0.619513,2,1
180300,331620,1,0,0.63582,2,2
180340,331620,1,0,0.641254,2,2
180380,331620,1,0,0.657552,2,2
180420,331620,1,0,0.662984,2,2
180460,331620,1,0,0.668435,2,3
180500,331620,1,0,0.684703,2,3
180540,331620,1,0,0.684725,2,3
180580,331620,1,0,0.690179,2,3
180620,331620,1,0,0.706454,2,3
180660,331620,1,0,0.706476,2,3
180700,331620,1,0,0.722773,2,3
180740,331620,1,0,0.728206,2,3
179420,331580,0,1,0,1,1
179460,331580,0,1,0.0122243,1,1
179500,331580,0,1,0.0484884,1,2
179540,331580,0,1,0.0756869,1,2
179580,331580,0,1,0.119286,1,2
179620,331580,0,1,0.157436,2,2
179660,331580,0,1,0.184614,2,2
179700,331580,0,1,0.228101,2,2
179740,331580,0,1,0.271579,2,3
179780,331580,0,1,0.309661,2,3
179820,331580,0,1,0.336861,2,3
179860,331580,0,1,0.364064,2,3
179900,331580,0,1,0.402083,2,3
179940,331580,0,1,0.429289,2,3
179980,331580,0,1,0.467311,2,3
180020,331580,0,1,0.494514,2,3
180060,331580,0,1,0.532537,2,3
180100,331580,1,0,0.57059,2,3
180140,331580,1,0,0.592347,2,3
180180,331580,1,0,0.603225,2,2
180220,331580,1,0,0.624965,2,1
180260,331580,1,0,0.646703,2,1
180300,331580,1,0,0.662995,2,1
180340,331580,1,0,0.679301,2,2
180380,331580,1,0,0.684736,2,2
180420,331580,1,0,0.701033,2,3
180460,331580,1,0,0.706465,2,3
180500,331580,1,0,0.711916,2,3
180540,331580,1,0,0.728184,2,3
180580,331580,1,0,0.728206,2,3
180620,331580,1,0,0.733659,2,3
180660,331580,1,0,0.749936,2,3
180700,331580,1,0,0.749958,2,3
180740,331580,1,0,0.760856,2,3
179420,331540,0,1,0,1,1
179460,331540,0,1,0.0316606,1,1
179500,331540,0,1,0.059361,1,2
179540,331540,0,1,0.0921516,1,2
179580,331540,0,1,0.119308,1,2
179620,331540,0,1,0.162831,2,2
179660,331540,0,1,0.200944,2,2
179700,331540,0,1,0.228123,2,2
179740,331540,0,1,0.2716,2,2
179780,331540,0,1,0.315072,2,3
179820,331540,0,1,0.353148,2,3
179860,331540,0,1,0.38035,2,3
179900,331540,0,1,0.40755,2,3
179940,331540,0,1,0.445569,2,3
179980,331540,0,1,0.472773,2,3
180020,331540,0,1,0.510795,2,3
180060,331540,0,1,0.537997,2,2
180100,331540,0,1,0.57602,2,2
180140,331540,1,0,0.614071,2,1
180180,331540,1,0,0.635828,2,1
180220,331540,1,0,0.646706,2,2
180260,331540,1,0,0.668446,2,2
180300,331540,1,0,0.690184,2,1
180340,331540,1,0,0.706476,2,1
180380,331540,1,0,0.722781,2,2
180420,331540,1,0,0.728217,3,2
180460,331540,1,0,0.744513,3,3
180500,331540,1,0,0.749947,3,3
180540,331540,1,0,0.755397,3,3
180580,331540,1,0,0.771665,3,3
180620,331540,1,0,0.771687,3,3
180660,331540,1,0,0.77714,3,3
180700,331540,1,0,0.793417,3,3
179380,331500,0,1,0,1,1
179420,331500,0,1,0.0122243,1,1
179460,331500,0,1,0.0373395,1,2
179500,331500,0,1,0.0756759,1,2
179540,331500,0,1,0.103024,1,2
179580,331500,0,1,0.1357,1,2
179620,331500,0,1,0.162853,1,2
179660,331500,0,1,0.206348,2,2
179700,331500,0,1,0.244441,2,2
179740,331500,0,1,0.271622,2,2
179780,331500,0,1,0.315094,2,3
179820,331500,0,1,0.358562,2,3
179860,331500,0,1,0.396634,2,3
179900,331500,0,1,0.423837,2,3
179940,331500,0,1,0.451034,2,3
179980,331500,0,1,0.489053,2,3
180020,331500,0,1,0.516255,2,3
180060,331500,0,1,0.554278,2,3
180100,331500,0,1,0.581478,2,3
180140,331500,0,1,0.619502,2,2
180180,331500,1,0,0.657552,2,1
180220,331500,1,0,0.679309,2,2
180260,331500,1,0,0.690187,2,2
180300,331500,1,0,0.711927,2,3
180340,331500,1,0,0.733665,2,3
180380,331500,1,0,0.749958,3,2
180420,331500,1,0,0.766262,3,2
180460,331500,1,0,0.771698,3,2
180500,331500,1,0,0.787994,3,3
180540,331500,1,0,0.793428,3,3
180580,331500,1,0,0.798877,3,3
180620,331500,1,0,0.815146,3,3
180660,331500,1,0,0.815168,3,3
180700,331500,1,0,0.815184,3,3
179380,331460,0,1,0.00135803,1,1
179420,331460,0,1,0.0316663,1,1
179460,331460,0,1,0.0593636,1,2
179500,331460,0,1,0.0812247,1,2
179540,331460,0,1,0.119297,1,2
179580,331460,0,1,0.146573,1,2
179620,331460,0,1,0.179216,1,2
179660,331460,0,1,0.20637,2,2
179700,331460,0,1,0.249852,2,2
179740,331460,0,1,0.287933,2,2
179780,331460,0,1,0.315116,2,3
179820,331460,0,1,0.358584,2,3
179860,331460,0,1,0.40205,2,3
179900,331460,0,1,0.440118,2,3
179940,331460,0,1,0.467322,2,3
179980,331460,0,1,0.494517,2,3
180020,331460,0,1,0.532537,2,3
180060,331460,0,1,0.559738,2,3
180100,331460,0,1,0.597761,2,3
180140,331460,0,1,0.62496,2,3
180180,331460,0,1,0.662984,2,1
180220,331460,1,0,0.701033,2,3
180260,331460,1,0,0.72279,2,3
180300,331460,1,0,0.733667,2,3
180340,331460,1,0,0.755408,2,3
180380,331460,1,0,0.777145,3,3
180420,331460,1,0,0.793438,3,2
180460,331460,1,0,0.809742,3,2
180500,331460,1,0,0.815179,3,3
180540,331460,1,0,0.831474,3,3
180580,331460,1,0,0.836908,3,3
180620,331460,1,0,0.842357,3,3
180660,331460,1,0,0.858627,3,3
179340,331420,0,1,0,1,1
179380,331420,0,1,0.0122243,1,1
179420,331420,0,1,0.0484884,1,2
179460,331420,0,1,0.0756869,1,2
179500,331420,0,1,0.103027,1,2
179540,331420,0,1,0.12481,1,2
179580,331420,0,1,0.162842,1,2
179620,331420,0,1,0.190089,1,2
179660,331420,0,1,0.222718,2,2
179700,331420,0,1,0.249874,2,2
179740,331420,0,1,0.293348,2,2
179780,331420,0,1,0.331421,2,3
179820,331420,0,1,0.358606,2,3
179860,331420,0,1,0.402072,2,3
179900,331420,0,1,0.445536,2,3
179940,331420,0,1,0.483601,2,3
179980,331420,0,1,0.510806,2,3
180020,331420,0,1,0.537999,2,3
180060,331420,0,1,0.57602,2,3
180100,331420,0,1,0.603219,2,3
180140,331420,0,1,0.641243,2,2
180180,331420,0,1,0.668441,2,1
180220,331420,0,1,0.706465,2,3
180260,331420,1,0,0.744513,2,3
180300,331420,1,0,0.76627,2,3
180340,331420,1,0,0.777148,2,3
180380,331420,1,0,0.798888,3,3
180420,331420,1,0,0.820626,3,2
180460,331420,1,0,0.836919,3,3
180500,331420,1,0,0.853222,3,3
180540,331420,1,0,0.85866,3,3
180580,331420,1,0,0.874954,3,3
180620,331420,1,0,0.880389,3,3
180660,331420,1,0,0.880405,3,3
179300,331380,0,1,0,1,1
179340,331380,0,1,0.0122243,1,1
179380,331380,0,1,0.0373395,1,2
179420,331380,0,1,0.0593662,1,2
179460,331380,0,1,0.0921516,1,2
179500,331380,0,1,0.119308,1,2
179540,331380,0,1,0.146576,1,2
179580,331380,0,1,0.168339,1,2
179620,331380,0,1,0.206359,1,2
179660,331380,0,1,0.23359,2,2
179700,331380,0,1,0.266212,2,2
179740,331380,0,1,0.29337,2,2
179780,331380,0,1,0.33684,2,3
179820,331380,0,1,0.374907,2,3
179860,331380,0,1,0.402094,2,3
179900,331380,0,1,0.445558,2,3
179940,331380,0,1,0.48902,2,3
179980,331380,0,1,0.527083,2,3
180020,331380,0,1,0.554289,2,3
180060,331380,0,1,0.581481,2,3
180100,331380,0,1,0.619502,2,3
180140,331380,0,1,0.6467,2,2
180180,331380,0,1,0.684725,2,2
180220,331380,0,1,0.711922,2,3
180260,331380,0,1,0.749947,2,3
180300,331380,1,0,0.787994,2,3
180340,331380,1,0,0.80975,2,3
180380,331380,1,0,0.820628,3,3
180420,331380,1,0,0.842368,3,3
180460,331380,1,0,0.864106,3,3
180500,331380,1,0,0.8804,3,3
180540,331380,1,0,0.896702,3,3
180580,331380,1,0,0.90214,3,3
180620,331380,1,0,0.918434,3,3
179260,331340,0,1,0,1,1
179300,331340,0,1,0.0122243,1,1
179340,331340,0,1,0.0373395,1,1
179380,331340,0,1,0.0593662,1,1
179420,331340,0,1,0.0812247,2,2
179460,331340,0,1,0.103029,2,2
179500,331340,0,1,0.1357,2,2
179540,331340,0,1,0.162853,2,2
179580,331340,0,1,0.190091,2,2
179620,331340,0,1,0.211846,1,2
179660,331340,0,1,0.249863,3,2
179700,331340,0,1,0.277084,3,2
179740,331340,0,1,0.309702,3,2
179780,331340,0,1,0.336861,3,3
179820,331340,0,1,0.380328,2,3
179860,331340,0,1,0.418392,2,3
179900,331340,0,1,0.44558,2,3
179940,331340,0,1,0.489042,2,3
179980,331340,0,1,0.532504,2,3
180020,331340,0,1,0.570565,2,3
180060,331340,0,1,0.597772,2,3
180100,331340,0,1,0.624963,2,2
180140,331340,0,1,0.662984,2,2
180180,331340,0,1,0.690181,2,2
180220,331340,0,1,0.728206,2,2
180260,331340,0,1,0.755402,2,2
180300,331340,0,1,0.793428,2,3
